State,Grade,Dimension,Master_ItemID,State_ItemID,In_2019,In_2018,value_2019flexmirt,value_2019matlab,value_2019matlab_State1,value_2019matlab_State4,value_2019airt,value_2018flexmirt,value_2018matlab,value_2018flexmirt_2019scale,value_2018matlab_2019scale,value_final,Statistics
State1,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_Distance_PartA,10195_28685,4456,NA,1,NA,NA,NA,NA,NA,NA,-0.7354,NA,-0.75978463,NA,Difficulty
State11,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_Distance_PartA,10195_28685,28685,NA,1,NA,NA,NA,NA,NA,NA,-0.7354,NA,-0.75978463,NA,Difficulty
State8,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_Distance_PartA,10195_28685,22031,NA,1,NA,NA,NA,NA,NA,NA,-0.7354,NA,-0.75978463,NA,Difficulty
State1,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_OrbitalPeriod_PartA,10195_28685,4456,NA,1,NA,NA,NA,NA,NA,NA,-1.2176,NA,-1.24198463,NA,Difficulty
State11,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_OrbitalPeriod_PartA,10195_28685,28685,NA,1,NA,NA,NA,NA,NA,NA,-1.2176,NA,-1.24198463,NA,Difficulty
State8,MS,i_10195_28685_AS_RelationshipAdditionaltoMass_OrbitalPeriod_PartA,10195_28685,22031,NA,1,NA,NA,NA,NA,NA,NA,-1.2176,NA,-1.24198463,NA,Difficulty
State10,MS,i_10195_28688_AS_Above_PartB,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.6634205,-0.665124,-0.68780513,-0.68950863,-0.68780513,Difficulty
State10,MS,i_10195_28688_AS_Below_PartB,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,0.4458185,0.444096,0.42143387,0.41971137,0.42143387,Difficulty
State10,MS,i_10195_28688_AS_ect2,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.1317157,-0.133429,-0.15610033,-0.15781363,-0.15610033,Difficulty
State10,MS,i_10195_28688_AS_etc1,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.2209132,-0.222624,-0.24529783,-0.24700863,-0.24529783,Difficulty
State10,MS,i_10195_28688_AS_etc1_2,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,0.2384208,0.236696,0.21403617,0.21231137,0.21403617,Difficulty
State10,MS,i_10195_28688_AS_etc3,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.4825042,-0.484214,-0.50688883,-0.50859863,-0.50688883,Difficulty
State10,MS,i_10195_28688_AS_MC1,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.6920241,-0.693724,-0.71640873,-0.71810863,-0.71640873,Difficulty
State10,MS,i_10195_28688_AS_MC2,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,0.6998311,0.698106,0.67544647,0.67372137,0.67544647,Difficulty
State10,MS,i_10195_28688_AS_MS1,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.5455894,-0.547294,-0.56997403,-0.57167863,-0.56997403,Difficulty
State10,MS,i_10195_28688_AS_MS2,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,-0.0848276,-0.086542,-0.10921223,-0.11092663,-0.10921223,Difficulty
State10,MS,i_10195_28688_AS_PartC,10195_28688,28688,NA,1,NA,NA,NA,NA,NA,0.38436,0.382636,0.35997537,0.35825137,0.35997537,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_1,10195_28690,4459,1,1,-1.489015,-1.489,-1.6344,NA,-1.489015,-1.453,-1.453,-1.47738463,-1.47738463,-1.489015,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_1,10195_28690,42159,1,NA,-1.489015,-1.489,NA,NA,-1.489015,NA,NA,NA,NA,-1.489015,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_1,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-1.453,-1.453,-1.47738463,-1.47738463,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_1,10195_28690,22034,1,1,-1.489015,-1.489,NA,NA,-1.489015,-1.453,-1.453,-1.47738463,-1.47738463,-1.489015,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_2,10195_28690,4459,1,1,-0.9883457,-0.98835,-1.0002,NA,-0.9883457,-0.8853,-0.8853,-0.90968463,-0.90968463,-0.9883457,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_2,10195_28690,42159,1,NA,-0.9883457,-0.98835,NA,NA,-0.9883457,NA,NA,NA,NA,-0.9883457,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_2,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-0.8853,-0.8853,-0.90968463,-0.90968463,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_2,10195_28690,22034,1,1,-0.9883457,-0.98835,NA,NA,-0.9883457,-0.8853,-0.8853,-0.90968463,-0.90968463,-0.9883457,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_3,10195_28690,4459,1,1,0.2874606,0.28746,0.26744,NA,0.2874606,0.41689,0.41689,0.39250537,0.39250537,0.2874606,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_3,10195_28690,42159,1,NA,0.2874606,0.28746,NA,NA,0.2874606,NA,NA,NA,NA,0.2874606,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_3,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,0.41689,0.41689,0.39250537,0.39250537,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_3,10195_28690,22034,1,1,0.2874606,0.28746,NA,NA,0.2874606,0.41689,0.41689,0.39250537,0.39250537,0.2874606,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_4,10195_28690,4459,1,1,-1.0612155,-1.0612,-1.0334,NA,-1.0612155,-1.3314,-1.3314,-1.35578463,-1.35578463,-1.0612155,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_4,10195_28690,42159,1,NA,-1.0612155,-1.0612,NA,NA,-1.0612155,NA,NA,NA,NA,-1.0612155,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_4,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-1.3314,-1.3314,-1.35578463,-1.35578463,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_4,10195_28690,22034,1,1,-1.0612155,-1.0612,NA,NA,-1.0612155,-1.3314,-1.3314,-1.35578463,-1.35578463,-1.0612155,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_5,10195_28690,4459,1,1,0.1358337,0.13583,0.1146,NA,0.1358337,0.39715,0.39715,0.37276537,0.37276537,0.1358337,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_5,10195_28690,42159,1,NA,0.1358337,0.13583,NA,NA,0.1358337,NA,NA,NA,NA,0.1358337,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_5,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,0.39715,0.39715,0.37276537,0.37276537,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_5,10195_28690,22034,1,1,0.1358337,0.13583,NA,NA,0.1358337,0.39715,0.39715,0.37276537,0.37276537,0.1358337,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect_6,10195_28690,4459,1,1,-0.748701,-0.7487,-0.74861,NA,-0.748701,-0.83089,-0.83089,-0.85527463,-0.85527463,-0.748701,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect_6,10195_28690,42159,1,NA,-0.748701,-0.7487,NA,NA,-0.748701,NA,NA,NA,NA,-0.748701,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect_6,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-0.83089,-0.83089,-0.85527463,-0.85527463,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect_6,10195_28690,22034,1,1,-0.748701,-0.7487,NA,NA,-0.748701,-0.83089,-0.83089,-0.85527463,-0.85527463,-0.748701,Difficulty
State1,MS,i_10195_28690_AS_ETCCorrect1,10195_28690,4459,1,1,1.0969604,1.097,1.1326,NA,1.0969604,1.0672,1.0672,1.04281537,1.04281537,1.0969604,Difficulty
State5,MS,i_10195_28690_AS_ETCCorrect1,10195_28690,42159,1,NA,1.0969604,1.097,NA,NA,1.0969604,NA,NA,NA,NA,1.0969604,Difficulty
State12,MS,i_10195_28690_AS_ETCCorrect1,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,1.0672,1.0672,1.04281537,1.04281537,NA,Difficulty
State8,MS,i_10195_28690_AS_ETCCorrect1,10195_28690,22034,1,1,1.0969604,1.097,NA,NA,1.0969604,1.0672,1.0672,1.04281537,1.04281537,1.0969604,Difficulty
State1,MS,i_10195_28690_AS_Grid1,10195_28690,4459,1,1,0.3272847,0.32728,0.19716,NA,0.3272847,-0.12201,-0.12201,-0.14639463,-0.14639463,0.3272847,Difficulty
State5,MS,i_10195_28690_AS_Grid1,10195_28690,42159,1,NA,0.3272847,0.32728,NA,NA,0.3272847,NA,NA,NA,NA,0.3272847,Difficulty
State12,MS,i_10195_28690_AS_Grid1,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-0.12201,-0.12201,-0.14639463,-0.14639463,NA,Difficulty
State8,MS,i_10195_28690_AS_Grid1,10195_28690,22034,1,1,0.3272847,0.32728,NA,NA,0.3272847,-0.12201,-0.12201,-0.14639463,-0.14639463,0.3272847,Difficulty
State1,MS,i_10195_28690_AS_Grid2_1,10195_28690,4459,1,1,0.4491198,0.44912,0.3167,NA,0.4491198,0.14528,0.14528,0.12089537,0.12089537,0.4491198,Difficulty
State5,MS,i_10195_28690_AS_Grid2_1,10195_28690,42159,1,NA,0.4491198,0.44912,NA,NA,0.4491198,NA,NA,NA,NA,0.4491198,Difficulty
State12,MS,i_10195_28690_AS_Grid2_1,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,0.14528,0.14528,0.12089537,0.12089537,NA,Difficulty
State8,MS,i_10195_28690_AS_Grid2_1,10195_28690,22034,1,1,0.4491198,0.44912,NA,NA,0.4491198,0.14528,0.14528,0.12089537,0.12089537,0.4491198,Difficulty
State1,MS,i_10195_28690_AS_HeightConstant,10195_28690,4459,1,1,-0.8790589,-0.87906,-0.86583,NA,-0.8790589,-1.1105,-1.1105,-1.13488463,-1.13488463,-0.8790589,Difficulty
State5,MS,i_10195_28690_AS_HeightConstant,10195_28690,42159,1,NA,-0.8790589,-0.87906,NA,NA,-0.8790589,NA,NA,NA,NA,-0.8790589,Difficulty
State12,MS,i_10195_28690_AS_HeightConstant,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-1.1105,-1.1105,-1.13488463,-1.13488463,NA,Difficulty
State8,MS,i_10195_28690_AS_HeightConstant,10195_28690,22034,1,1,-0.8790589,-0.87906,NA,NA,-0.8790589,-1.1105,-1.1105,-1.13488463,-1.13488463,-0.8790589,Difficulty
State1,MS,i_10195_28690_AS_MCCorrect1,10195_28690,4459,1,1,0.1773552,0.17736,0.053468,NA,0.1773552,0.29471,0.29471,0.27032537,0.27032537,0.1773552,Difficulty
State5,MS,i_10195_28690_AS_MCCorrect1,10195_28690,42159,1,NA,0.1773552,0.17736,NA,NA,0.1773552,NA,NA,NA,NA,0.1773552,Difficulty
State12,MS,i_10195_28690_AS_MCCorrect1,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,0.29471,0.29471,0.27032537,0.27032537,NA,Difficulty
State8,MS,i_10195_28690_AS_MCCorrect1,10195_28690,22034,1,1,0.1773552,0.17736,NA,NA,0.1773552,0.29471,0.29471,0.27032537,0.27032537,0.1773552,Difficulty
State1,MS,i_10195_28690_AS_MCCorrect2,10195_28690,4459,1,1,-0.6000822,-0.60008,-0.60333,NA,-0.6000822,-0.55864,-0.55864,-0.58302463,-0.58302463,-0.6000822,Difficulty
State5,MS,i_10195_28690_AS_MCCorrect2,10195_28690,42159,1,NA,-0.6000822,-0.60008,NA,NA,-0.6000822,NA,NA,NA,NA,-0.6000822,Difficulty
State12,MS,i_10195_28690_AS_MCCorrect2,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-0.55864,-0.55864,-0.58302463,-0.58302463,NA,Difficulty
State8,MS,i_10195_28690_AS_MCCorrect2,10195_28690,22034,1,1,-0.6000822,-0.60008,NA,NA,-0.6000822,-0.55864,-0.55864,-0.58302463,-0.58302463,-0.6000822,Difficulty
State1,MS,i_10195_28690_AS_VolumeConstant,10195_28690,4459,1,1,-0.8116519,-0.81165,-0.79562,NA,-0.8116519,-1.0298,-1.0298,-1.05418463,-1.05418463,-0.8116519,Difficulty
State5,MS,i_10195_28690_AS_VolumeConstant,10195_28690,42159,1,NA,-0.8116519,-0.81165,NA,NA,-0.8116519,NA,NA,NA,NA,-0.8116519,Difficulty
State12,MS,i_10195_28690_AS_VolumeConstant,10195_28690,28690,NA,1,NA,NA,NA,NA,NA,-1.0298,-1.0298,-1.05418463,-1.05418463,NA,Difficulty
State8,MS,i_10195_28690_AS_VolumeConstant,10195_28690,22034,1,1,-0.8116519,-0.81165,NA,NA,-0.8116519,-1.0298,-1.0298,-1.05418463,-1.05418463,-0.8116519,Difficulty
State1,MS,i_10195_28694_AS_AverageDistancebetweenWaterMoleculesCorrect_PartB,10195_28694,5186,1,NA,0.50596,0.50596,0.54636,NA,0.50596,NA,NA,NA,NA,0.50596,Difficulty
State5,MS,i_10195_28694_AS_AverageDistancebetweenWaterMoleculesCorrect_PartB,10195_28694,42160,1,NA,0.50596,0.50596,NA,NA,0.50596,NA,NA,NA,NA,0.50596,Difficulty
State10,MS,i_10195_28694_AS_AverageDistancebetweenWaterMoleculesCorrect_PartB,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.4076154,0.406136,0.38323077,0.38175137,NA,Difficulty
State8,MS,i_10195_28694_AS_AverageDistancebetweenWaterMoleculesCorrect_PartB,10195_28694,23591,1,NA,0.50596,0.50596,NA,NA,0.50596,NA,NA,NA,NA,0.50596,Difficulty
State1,MS,i_10195_28694_AS_AverageSpeedofMoleculesCorrect_PartB,10195_28694,5186,1,NA,0.38079,0.38079,0.42447,NA,0.38079,NA,NA,NA,NA,0.38079,Difficulty
State5,MS,i_10195_28694_AS_AverageSpeedofMoleculesCorrect_PartB,10195_28694,42160,1,NA,0.38079,0.38079,NA,NA,0.38079,NA,NA,NA,NA,0.38079,Difficulty
State10,MS,i_10195_28694_AS_AverageSpeedofMoleculesCorrect_PartB,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.268984,0.267516,0.24459937,0.24313137,NA,Difficulty
State8,MS,i_10195_28694_AS_AverageSpeedofMoleculesCorrect_PartB,10195_28694,23591,1,NA,0.38079,0.38079,NA,NA,0.38079,NA,NA,NA,NA,0.38079,Difficulty
State1,MS,i_10195_28694_AS_AverageTemperatureofWaterMoleculesCorrect_PartB,10195_28694,5186,1,NA,0.33204,0.33204,0.3691,NA,0.33204,NA,NA,NA,NA,0.33204,Difficulty
State5,MS,i_10195_28694_AS_AverageTemperatureofWaterMoleculesCorrect_PartB,10195_28694,42160,1,NA,0.33204,0.33204,NA,NA,0.33204,NA,NA,NA,NA,0.33204,Difficulty
State10,MS,i_10195_28694_AS_AverageTemperatureofWaterMoleculesCorrect_PartB,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.4424305,0.440956,0.41804587,0.41657137,NA,Difficulty
State8,MS,i_10195_28694_AS_AverageTemperatureofWaterMoleculesCorrect_PartB,10195_28694,23591,1,NA,0.33204,0.33204,NA,NA,0.33204,NA,NA,NA,NA,0.33204,Difficulty
State1,MS,i_10195_28694_AS_ChangeinDensityofWaterMoleculesCorrect_PartC,10195_28694,5186,1,NA,0.49191,0.49191,0.52742,NA,0.49191,NA,NA,NA,NA,0.49191,Difficulty
State5,MS,i_10195_28694_AS_ChangeinDensityofWaterMoleculesCorrect_PartC,10195_28694,42160,1,NA,0.49191,0.49191,NA,NA,0.49191,NA,NA,NA,NA,0.49191,Difficulty
State10,MS,i_10195_28694_AS_ChangeinDensityofWaterMoleculesCorrect_PartC,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.5512225,0.549746,0.52683787,0.52536137,NA,Difficulty
State8,MS,i_10195_28694_AS_ChangeinDensityofWaterMoleculesCorrect_PartC,10195_28694,23591,1,NA,0.49191,0.49191,NA,NA,0.49191,NA,NA,NA,NA,0.49191,Difficulty
State1,MS,i_10195_28694_AS_ChangeinSpeedinModelCorrect_PartC,10195_28694,5186,1,NA,0.5530993,0.5531,0.58447,NA,0.5530993,NA,NA,NA,NA,0.5530993,Difficulty
State5,MS,i_10195_28694_AS_ChangeinSpeedinModelCorrect_PartC,10195_28694,42160,1,NA,0.5530993,0.5531,NA,NA,0.5530993,NA,NA,NA,NA,0.5530993,Difficulty
State10,MS,i_10195_28694_AS_ChangeinSpeedinModelCorrect_PartC,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.499278,0.497806,0.47489337,0.47342137,NA,Difficulty
State8,MS,i_10195_28694_AS_ChangeinSpeedinModelCorrect_PartC,10195_28694,23591,1,NA,0.5530993,0.5531,NA,NA,0.5530993,NA,NA,NA,NA,0.5530993,Difficulty
State1,MS,i_10195_28694_AS_ChangePhaseCorrect_PartA,10195_28694,5186,1,NA,0.1430095,0.14301,0.1607,NA,0.1430095,NA,NA,NA,NA,0.1430095,Difficulty
State5,MS,i_10195_28694_AS_ChangePhaseCorrect_PartA,10195_28694,42160,1,NA,0.1430095,0.14301,NA,NA,0.1430095,NA,NA,NA,NA,0.1430095,Difficulty
State10,MS,i_10195_28694_AS_ChangePhaseCorrect_PartA,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,-0.045052,-0.0465167,-0.06943663,-0.07090133,NA,Difficulty
State8,MS,i_10195_28694_AS_ChangePhaseCorrect_PartA,10195_28694,23591,1,NA,0.1430095,0.14301,NA,NA,0.1430095,NA,NA,NA,NA,0.1430095,Difficulty
State1,MS,i_10195_28694_AS_HeatLossandCondense_PartA,10195_28694,5186,1,NA,2.479254,2.4793,2.7113,NA,2.479254,NA,NA,NA,NA,2.479254,Difficulty
State5,MS,i_10195_28694_AS_HeatLossandCondense_PartA,10195_28694,42160,1,NA,2.479254,2.4793,NA,NA,2.479254,NA,NA,NA,NA,2.479254,Difficulty
State10,MS,i_10195_28694_AS_HeatLossandCondense_PartA,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,1.9866488,1.985166,1.96226417,1.96078137,NA,Difficulty
State8,MS,i_10195_28694_AS_HeatLossandCondense_PartA,10195_28694,23591,1,NA,2.479254,2.4793,NA,NA,2.479254,NA,NA,NA,NA,2.479254,Difficulty
State1,MS,i_10195_28694_AS_KineticEnergyGraphCorrect_PartD,10195_28694,5186,1,NA,2.6136247,2.6136,2.3282,NA,2.6136247,NA,NA,NA,NA,2.6136247,Difficulty
State5,MS,i_10195_28694_AS_KineticEnergyGraphCorrect_PartD,10195_28694,42160,1,NA,2.6136247,2.6136,NA,NA,2.6136247,NA,NA,NA,NA,2.6136247,Difficulty
State10,MS,i_10195_28694_AS_KineticEnergyGraphCorrect_PartD,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,2.5860324,2.584566,2.56164777,2.56018137,NA,Difficulty
State8,MS,i_10195_28694_AS_KineticEnergyGraphCorrect_PartD,10195_28694,23591,1,NA,2.6136247,2.6136,NA,NA,2.6136247,NA,NA,NA,NA,2.6136247,Difficulty
State1,MS,i_10195_28694_AS_Step2Correct,10195_28694,5186,1,NA,0.0615402,0.06154,0.15772,NA,0.0615402,NA,NA,NA,NA,0.0615402,Difficulty
State5,MS,i_10195_28694_AS_Step2Correct,10195_28694,42160,1,NA,0.0615402,0.06154,NA,NA,0.0615402,NA,NA,NA,NA,0.0615402,Difficulty
State10,MS,i_10195_28694_AS_Step2Correct,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,-0.2418914,-0.243364,-0.26627603,-0.26774863,NA,Difficulty
State8,MS,i_10195_28694_AS_Step2Correct,10195_28694,23591,1,NA,0.0615402,0.06154,NA,NA,0.0615402,NA,NA,NA,NA,0.0615402,Difficulty
State1,MS,i_10195_28694_AS_Step3Correct,10195_28694,5186,1,NA,1.8623364,1.8623,1.8295,NA,1.8623364,NA,NA,NA,NA,1.8623364,Difficulty
State5,MS,i_10195_28694_AS_Step3Correct,10195_28694,42160,1,NA,1.8623364,1.8623,NA,NA,1.8623364,NA,NA,NA,NA,1.8623364,Difficulty
State10,MS,i_10195_28694_AS_Step3Correct,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,1.3606172,1.359166,1.33623257,1.33478137,NA,Difficulty
State8,MS,i_10195_28694_AS_Step3Correct,10195_28694,23591,1,NA,1.8623364,1.8623,NA,NA,1.8623364,NA,NA,NA,NA,1.8623364,Difficulty
State1,MS,i_10195_28694_AS_Step4Correct,10195_28694,5186,1,NA,0.6779086,0.67791,0.56538,NA,0.6779086,NA,NA,NA,NA,0.6779086,Difficulty
State5,MS,i_10195_28694_AS_Step4Correct,10195_28694,42160,1,NA,0.6779086,0.67791,NA,NA,0.6779086,NA,NA,NA,NA,0.6779086,Difficulty
State10,MS,i_10195_28694_AS_Step4Correct,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.3315481,0.330076,0.30716347,0.30569137,NA,Difficulty
State8,MS,i_10195_28694_AS_Step4Correct,10195_28694,23591,1,NA,0.6779086,0.67791,NA,NA,0.6779086,NA,NA,NA,NA,0.6779086,Difficulty
State1,MS,i_10195_28694_AS_Step5Correct,10195_28694,5186,1,NA,0.5998895,0.59989,0.61006,NA,0.5998895,NA,NA,NA,NA,0.5998895,Difficulty
State5,MS,i_10195_28694_AS_Step5Correct,10195_28694,42160,1,NA,0.5998895,0.59989,NA,NA,0.5998895,NA,NA,NA,NA,0.5998895,Difficulty
State10,MS,i_10195_28694_AS_Step5Correct,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,0.7847726,0.783286,0.76038797,0.75890137,NA,Difficulty
State8,MS,i_10195_28694_AS_Step5Correct,10195_28694,23591,1,NA,0.5998895,0.59989,NA,NA,0.5998895,NA,NA,NA,NA,0.5998895,Difficulty
State1,MS,i_10195_28694_AS_ThermalEnergyGraphCorrect_PartD,10195_28694,5186,1,NA,2.6386468,2.6386,2.543,NA,2.6386468,NA,NA,NA,NA,2.6386468,Difficulty
State5,MS,i_10195_28694_AS_ThermalEnergyGraphCorrect_PartD,10195_28694,42160,1,NA,2.6386468,2.6386,NA,NA,2.6386468,NA,NA,NA,NA,2.6386468,Difficulty
State10,MS,i_10195_28694_AS_ThermalEnergyGraphCorrect_PartD,10195_28694,28694,NA,1,NA,NA,NA,NA,NA,2.5018517,2.500366,2.47746707,2.47598137,NA,Difficulty
State8,MS,i_10195_28694_AS_ThermalEnergyGraphCorrect_PartD,10195_28694,23591,1,NA,2.6386468,2.6386,NA,NA,2.6386468,NA,NA,NA,NA,2.6386468,Difficulty
State1,MS,i_10195_28726_AS_DeerPopPeak1991,10195_28726,5206,1,NA,-2.0009354,-2.0009,-1.9882,NA,-2.0009354,NA,NA,NA,NA,-2.0009354,Difficulty
State12,MS,i_10195_28726_AS_DeerPopPeak1991,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-1.6898239,-1.68904,-1.71420853,-1.71342463,NA,Difficulty
State8,MS,i_10195_28726_AS_DeerPopPeak1991,10195_28726,23612,1,NA,-2.0009354,-2.0009,NA,NA,-2.0009354,NA,NA,NA,NA,-2.0009354,Difficulty
State1,MS,i_10195_28726_AS_DeerPopPeak2000,10195_28726,5206,1,NA,-1.8733047,-1.8733,-1.8449,NA,-1.8733047,NA,NA,NA,NA,-1.8733047,Difficulty
State12,MS,i_10195_28726_AS_DeerPopPeak2000,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-1.5734649,-1.57264,-1.59784953,-1.59702463,NA,Difficulty
State8,MS,i_10195_28726_AS_DeerPopPeak2000,10195_28726,23612,1,NA,-1.8733047,-1.8733,NA,NA,-1.8733047,NA,NA,NA,NA,-1.8733047,Difficulty
State1,MS,i_10195_28726_AS_DeerPopPeak2008,10195_28726,5206,1,NA,-1.0967639,-1.0968,-1.1408,NA,-1.0967639,NA,NA,NA,NA,-1.0967639,Difficulty
State12,MS,i_10195_28726_AS_DeerPopPeak2008,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-0.8629401,-0.86214,-0.88732473,-0.88652463,NA,Difficulty
State8,MS,i_10195_28726_AS_DeerPopPeak2008,10195_28726,23612,1,NA,-1.0967639,-1.0968,NA,NA,-1.0967639,NA,NA,NA,NA,-1.0967639,Difficulty
State1,MS,i_10195_28726_AS_DeerPopPeak2015,10195_28726,5206,1,NA,-1.674178,-1.6742,-1.7347,NA,-1.674178,NA,NA,NA,NA,-1.674178,Difficulty
State12,MS,i_10195_28726_AS_DeerPopPeak2015,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-1.4715697,-1.47074,-1.49595433,-1.49512463,NA,Difficulty
State8,MS,i_10195_28726_AS_DeerPopPeak2015,10195_28726,23612,1,NA,-1.674178,-1.6742,NA,NA,-1.674178,NA,NA,NA,NA,-1.674178,Difficulty
State1,MS,i_10195_28726_AS_MoreRainMoreGrass,10195_28726,5206,1,NA,-1.638074,-1.6381,-1.6632,NA,-1.638074,NA,NA,NA,NA,-1.638074,Difficulty
State12,MS,i_10195_28726_AS_MoreRainMoreGrass,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-1.497749,-1.49694,-1.52213363,-1.52132463,NA,Difficulty
State8,MS,i_10195_28726_AS_MoreRainMoreGrass,10195_28726,23612,1,NA,-1.638074,-1.6381,NA,NA,-1.638074,NA,NA,NA,NA,-1.638074,Difficulty
State1,MS,i_10195_28726_AS_PeakAtSameTime,10195_28726,5206,1,NA,-0.8933417,-0.89334,-0.83236,NA,-0.8933417,NA,NA,NA,NA,-0.8933417,Difficulty
State12,MS,i_10195_28726_AS_PeakAtSameTime,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-0.7165137,-0.71574,-0.74089833,-0.74012463,NA,Difficulty
State8,MS,i_10195_28726_AS_PeakAtSameTime,10195_28726,23612,1,NA,-0.8933417,-0.89334,NA,NA,-0.8933417,NA,NA,NA,NA,-0.8933417,Difficulty
State1,MS,i_10195_28726_AS_QuestionANDOneData,10195_28726,5206,1,NA,-2.4743179,-2.4743,-2.5332,NA,-2.4743179,NA,NA,NA,NA,-2.4743179,Difficulty
State12,MS,i_10195_28726_AS_QuestionANDOneData,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-2.3986094,-2.39774,-2.42299403,-2.42212463,NA,Difficulty
State8,MS,i_10195_28726_AS_QuestionANDOneData,10195_28726,23612,1,NA,-2.4743179,-2.4743,NA,NA,-2.4743179,NA,NA,NA,NA,-2.4743179,Difficulty
State1,MS,i_10195_28726_AS_QuestionANDTwoData,10195_28726,5206,1,NA,0.7405729,0.74057,0.74108,NA,0.7405729,NA,NA,NA,NA,0.7405729,Difficulty
State12,MS,i_10195_28726_AS_QuestionANDTwoData,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,0.9961155,0.99672,0.97173087,0.97233537,NA,Difficulty
State8,MS,i_10195_28726_AS_QuestionANDTwoData,10195_28726,23612,1,NA,0.7405729,0.74057,NA,NA,0.7405729,NA,NA,NA,NA,0.7405729,Difficulty
State1,MS,i_10195_28726_AS_RainfallPeak1991,10195_28726,5206,1,NA,-1.6681358,-1.6681,-1.6943,NA,-1.6681358,NA,NA,NA,NA,-1.6681358,Difficulty
State12,MS,i_10195_28726_AS_RainfallPeak1991,10195_28726,28726,NA,1,NA,NA,NA,NA,NA,-1.4050977,-1.40434,-1.42948233,-1.42872463,NA,Difficulty
