statistics,f_21_001,f_21_0001,f_21_00001,f_21_001_startvalue,f_21_0001_startvalue,f_21_00001_startvalue,f_49_001,f_49_0001,f_49_00001,f_49_001_startvalue,f_49_0001_startvalue,f_49_00001_startvalue,c_21_001,c_21_0001,c_21_00001,c_49_001,c_49_0001,c_49_00001,m_21_001,m_21_0001,m_21_00001,m_49_001,m_49_0001,m_49_00001
i_233_3992_AS_July,3.6537097,3.6571734,3.6571734,3.6581451,3.6593395,3.6596,3.6533512,3.6586195,3.6586195,3.658906,3.6588131,3.6589195,3.654091342,3.659151238,3.659627271,3.653832795,3.6591621,3.659723927,3.6543,3.6591,3.6596,3.6541,3.6592,3.6597
i_233_3992_AS_November,2.4193726,2.4216468,2.4216468,2.4217384,2.4229348,2.4232,2.4192115,2.422584,2.422584,2.4227347,2.422712,2.4227909,2.417673642,2.422729154,2.423205063,2.417417446,2.422725054,2.423286082,2.4178,2.4227,2.4232,2.4176,2.4227,2.4233
i_233_3992_AS_Oct,2.5569906,2.5593035,2.5593035,2.5595195,2.5606857,2.561,2.5567077,2.5603072,2.5603072,2.5604891,2.5604528,2.5605148,2.555454499,2.560511889,2.560987943,2.555197681,2.560509076,2.561070344,2.5556,2.5605,2.561,2.5554,2.5605,2.5611
i_233_3992_AS_PartBKEY,1.029804,1.0308453,1.0308453,1.0302253,1.0314006,1.0316576,1.0297531,1.0313618,1.0313618,1.0313788,1.0313937,1.0315189,1.026173062,1.031194542,1.031667543,1.025932365,1.031187502,1.031744478,1.0263,1.0312,1.0317,1.0262,1.0312,1.0317
i_233_3992_AS_PartC,1.8912056,1.8929408,1.8929408,1.8927499,1.893909,1.8942,1.8910069,1.8936854,1.8936854,1.8938333,1.8937776,1.8938961,1.888687882,1.893733395,1.894208478,1.88843564,1.893726071,1.894285877,1.8889,1.8937,1.8942,1.8887,1.8937,1.8943
i_233_3992_AS_PartD,-0.2160307,-0.2160722,-0.2160722,-0.2173455,-0.2161659,-0.21593,-0.2159903,-0.2159915,-0.2159915,-0.2160446,-0.2160361,-0.2158984,-0.221376602,-0.216400681,-0.215931713,-0.221595607,-0.216402135,-0.215850461,-0.2212,-0.21644,-0.21593,-0.22138,-0.21639,-0.21585
i_233_3992_AS_Sept,3.0854641,3.0883335,3.0883335,3.0888718,3.0900358,3.0903,3.0851762,3.0895188,3.0895188,3.0897821,3.089718,3.0897451,3.084809216,3.089870665,3.090346979,3.08455109,3.089873981,3.090435826,3.085,3.0898,3.0903,3.0848,3.0899,3.0904
i_233_4000_AS_Part_A_BrainAny,2.329131,2.3244324,2.3244324,2.3176533,2.318835,2.3191268,2.3293077,2.3195543,2.3194901,2.3191007,2.3191927,2.3193001,2.313935571,2.318713172,2.319163034,2.313612753,2.318599804,2.319128544,2.3141,2.3187,2.3192,2.3138,2.3186,2.3191
i_233_4000_AS_Part_A_EarsCold,-0.8592531,-0.8578353,-0.8578353,-0.8572419,-0.8561599,-0.85591,-0.8592137,-0.8558519,-0.8558519,-0.8560729,-0.8560071,-0.8558696,-0.861091812,-0.856353436,-0.855907081,-0.861276906,-0.856344128,-0.855818724,-0.86091,-0.85639,-0.85591,-0.86108,-0.85633,-0.85582
i_233_4000_AS_Part_A_FurCold,2.2682078,2.2636029,2.2636029,2.2569374,2.258064,2.2584,2.2683819,2.2588075,2.2587441,2.2583694,2.258431,2.258601,2.253217332,2.257995152,2.258445036,2.252896459,2.257883534,2.258412312,2.2534,2.258,2.2584,2.2531,2.2579,2.2584
i_233_4000_AS_Part_A_TrunkAny,1.362739,1.359643,1.359643,1.3547943,1.3559227,1.3562375,1.3628735,1.356555,1.3565022,1.3561862,1.356237,1.3563525,1.351036992,1.355814758,1.35626468,1.350748726,1.355732209,1.356261215,1.3512,1.3558,1.3563,1.351,1.3557,1.3563
i_233_4000_AS_Part_A_TusksAny,1.2316864,1.2287854,1.2287854,1.2242186,1.2253684,1.2256218,1.2317745,1.2259691,1.225918,1.2255905,1.2256334,1.2258031,1.220455566,1.225232693,1.225682562,1.220172553,1.225154798,1.22568377,1.2206,1.2252,1.2257,1.2204,1.2252,1.2257
i_233_4000_AS_Part_B,-0.0102138,-0.0106779,-0.0106779,-0.0123381,-0.0112188,-0.01094,-0.0101716,-0.0107617,-0.0108106,-0.0110896,-0.0110518,-0.0109,-0.01615496,-0.011394125,-0.010945699,-0.0163827,-0.011423075,-0.010895502,-0.015975,-0.011435,-0.010944,-0.016179,-0.011407,-0.010896
i_233_4000_AS_Part_C,-0.2036985,-0.2037039,-0.2037039,-0.2048732,-0.2037394,-0.20349,-0.2036359,-0.2033835,-0.2033835,-0.2036404,-0.2035776,-0.20344,-0.208698087,-0.203941583,-0.203493552,-0.208916411,-0.203962145,-0.203434982,-0.20852,-0.20398,-0.20349,-0.20871,-0.20395,-0.20344
i_233_4000_AS_Part_D,-0.3000663,-0.29982,-0.29982,-0.3007717,-0.2996759,-0.2994,-0.300031,-0.2992787,-0.2992787,-0.2995469,-0.2995162,-0.29934,-0.304600486,-0.299846319,-0.299398503,-0.304814047,-0.299862628,-0.299335688,-0.30442,-0.29989,-0.2994,-0.30461,-0.29985,-0.29934
i_10104_41778_AS_CollisionsCorrect,0.688507,0.6870087,0.6870087,0.6845486,0.6856512,0.6859154,0.6886389,0.6862744,0.686233,0.6860023,0.6860367,0.6861438,0.680858226,0.685539182,0.685980066,0.680675922,0.685543877,0.68606246,0.68104,0.6855,0.68598,0.68087,0.68556,0.68606
i_10104_41778_AS_DistanceCorrect,-1.1810472,-1.179158,-1.179158,-1.1785014,-1.1774087,-1.1772,-1.1810053,-1.1770194,-1.1770194,-1.1771996,-1.1771803,-1.1770441,-1.182291277,-1.177600289,-1.17715839,-1.182379446,-1.177502883,-1.176983247,-1.1821,-1.1776,-1.1772,-1.1822,-1.1775,-1.177
i_10104_41778_AS_MotionorDistanceCorrect,0.3010176,0.300234,0.300234,0.2984492,0.2995623,0.2998107,0.3011492,0.3001247,0.3000843,0.2998701,0.299898,0.3000007,0.294736151,0.299421872,0.299863225,0.294568653,0.299441295,0.299960411,0.29492,0.29938,0.29986,0.29477,0.29946,0.29996
i_10104_41778_AS_Neither_column,-0.6981425,-0.6970559,-0.6970559,-0.6971925,-0.6960773,-0.69583,-0.6980839,-0.6956702,-0.6956702,-0.6958845,-0.6958627,-0.69568,-0.700959914,-0.6962684,-0.69582646,-0.701077446,-0.69619985,-0.695680125,-0.70078,-0.69631,-0.69583,-0.70088,-0.69618,-0.69568
i_10104_41778_AS_PullANDStick_column,-0.6620581,-0.6610529,-0.6610529,-0.6612309,-0.6601155,-0.65986,-0.661998,-0.6597059,-0.6597059,-0.6599204,-0.659899,-0.65972,-0.664996542,-0.66030507,-0.659863136,-0.665116152,-0.660238561,-0.659718838,-0.66481,-0.66035,-0.65986,-0.66492,-0.66022,-0.65972
i_10104_41778_AS_PushANDCollide_column,-0.7991697,-0.7978822,-0.7978822,-0.7978504,-0.7967269,-0.79649,-0.7991107,-0.7963373,-0.7963373,-0.7965492,-0.7965016,-0.79634,-0.801622813,-0.796931242,-0.796489295,-0.801734433,-0.796856889,-0.796337164,-0.80144,-0.79697,-0.79649,-0.80154,-0.79684,-0.79634
i_10104_41778_AS_PushedUpCorrect,1.1768904,1.1744909,1.1744909,1.1712075,1.1723036,1.1725655,1.1770982,1.1730054,1.1729614,1.1727164,1.1727365,1.1728385,1.167545836,1.172219146,1.172659283,1.167348361,1.172208464,1.172726177,1.1677,1.1722,1.1727,1.1675,1.1722,1.1727
i_10104_41778_AS_SpeedCorrect,-0.3280073,-0.3275727,-0.3275727,-0.3283103,-0.3272122,-0.3269666,-0.3279423,-0.3267253,-0.3267253,-0.3269755,-0.326937,-0.3268,-0.332058692,-0.327368198,-0.326926366,-0.332196634,-0.327319679,-0.326800049,-0.33188,-0.32741,-0.32692,-0.332,-0.3273,-0.3268
i_10104_41770_AS_ETC_ExpResults,-1.7515786,-1.7442335,-1.7442335,-1.7286964,-1.7276699,-1.7274602,-1.7514705,-1.7290656,-1.7274525,-1.7275399,-1.7274754,-1.7273526,-1.732515817,-1.728048828,-1.727627206,-1.732370443,-1.727707335,-1.72721051,-1.7323,-1.7281,-1.7276,-1.7322,-1.7277,-1.7272
i_10104_41770_AS_FirstPoint,0.3637263,0.362188,0.362188,0.3565399,0.3576169,0.3578,0.3640677,0.3585892,0.3582244,0.3580504,0.358084,0.3581925,0.352900286,0.357374764,0.357796824,0.352956932,0.357615287,0.358111781,0.35307,0.35734,0.3578,0.35315,0.35763,0.35811
i_10104_41770_AS_FirstPoint_2,1.6840827,1.6774641,1.6774641,1.6596323,1.6607219,1.6609496,1.6845413,1.6630034,1.6615381,1.6612818,1.6613571,1.6614608,1.656089154,1.660555875,1.660977049,1.656068487,1.660712093,1.661207045,1.6563,1.6605,1.661,1.6563,1.6607,1.6612
i_10104_41770_AS_FourthPoint,-0.1864323,-0.1856095,-0.1856095,-0.1856782,-0.1846238,-0.1844245,-0.1861082,-0.1843039,-0.1841415,-0.1842445,-0.1842146,-0.18412,-0.189365404,-0.184890597,-0.184468433,-0.189277953,-0.18461605,-0.184119198,-0.1892,-0.18493,-0.18447,-0.18909,-0.1846,-0.18412
i_10104_41770_AS_SecondPoint,-1.0210745,-1.0167182,-1.0167182,-1.0082513,-1.0072041,-1.0070335,-1.0208819,-1.0078185,-1.0068634,-1.0069464,-1.0069467,-1.0067971,-1.012012006,-1.00754011,-1.00711811,-1.011888126,-1.007224152,-1.006727139,-1.0118,-1.0076,-1.0071,-1.0117,-1.0072,-1.0067
i_10104_41770_AS_SecondPoint_2,1.1585931,1.1538821,1.1538821,1.1406146,1.1416888,1.1419,1.1590079,1.1434912,1.142445,1.1422255,1.1422811,1.142375,1.137036672,1.141507444,1.141929058,1.13704588,1.141696189,1.142191844,1.1372,1.1415,1.1419,1.1372,1.1417,1.1422
i_10104_41770_AS_SIM_ExpDesign,0.7843895,0.7811366,0.7811366,0.771369,0.77243,0.77266,0.7847707,0.773869,0.7731517,0.7729243,0.7729534,0.7730675,0.767763287,0.772236239,0.772658102,0.767794776,0.772449258,0.77294535,0.76793,0.7722,0.77266,0.76799,0.77246,0.77294
i_10104_41770_AS_ThirdPoint,0.5043072,0.5021863,0.5021863,0.4951073,0.4961945,0.49638,0.5046629,0.4973169,0.4968286,0.4966285,0.4966589,0.4967627,0.491479335,0.495953422,0.496375427,0.491527637,0.496184804,0.496681176,0.49165,0.49591,0.49638,0.49172,0.4962,0.49668
i_242_2203_AS_PartA_Coldest,0.3554153,0.3552149,0.3552149,0.3537119,0.3549219,0.35518,0.3554067,0.3552083,0.3552083,0.3550012,0.3550233,0.3552,0.349715545,0.354709122,0.355179888,0.349448222,0.354648737,0.355202342,0.3499,0.35467,0.35518,0.34966,0.35467,0.3552
i_242_2203_AS_PartA_Driest,-0.0172681,-0.0173479,-0.0173479,-0.01877,-0.0175667,-0.01732,-0.0172349,-0.0173117,-0.0173117,-0.0174883,-0.0174943,-0.0173092,-0.022779224,-0.017789582,-0.017319093,-0.023018779,-0.01782647,-0.01727325,-0.022589,-0.017833,-0.017318,-0.022806,-0.017809,-0.017274
i_242_2203_AS_PartA_Hottest,0.6732265,0.6729397,0.6729397,0.6714042,0.6726191,0.6728504,0.6732568,0.6729361,0.6729361,0.672708,0.6727245,0.67289,0.667420135,0.672414825,0.67288562,0.667131722,0.672336721,0.672890401,0.66761,0.67237,0.67289,0.66735,0.67235,0.67289
i_242_2203_AS_PartA_Wettest,-0.0452496,-0.0453282,-0.0453282,-0.0467509,-0.0455621,-0.0453,-0.0452306,-0.0452704,-0.0452704,-0.0454706,-0.0454765,-0.0452886,-0.050761022,-0.045771794,-0.045301337,-0.050998352,-0.04580679,-0.045253613,-0.05057,-0.045815,-0.0453,-0.050786,-0.04579,-0.045254
i_242_2203_AS_PartB,-0.2586105,-0.2586105,-0.2586105,-0.2599802,-0.2587817,-0.25854,-0.2585744,-0.2585353,-0.2585353,-0.2587338,-0.2587082,-0.2585192,-0.263996768,-0.259011249,-0.258541088,-0.264216497,-0.259031229,-0.258478437,-0.2638,-0.25905,-0.25854,-0.264,-0.25901,-0.25848
i_242_2203_AS_PartC_MC,0.3243378,0.3241377,0.3241377,0.3226595,0.323855,0.32413,0.3243538,0.3241559,0.3241559,0.3239501,0.3239693,0.32415,0.318662031,0.32365539,0.324126144,0.318396893,0.323596848,0.324150433,0.31885,0.32361,0.32413,0.31861,0.32361,0.32415
i_242_2203_AS_PartD_TM,0.2579173,0.2577221,0.2577221,0.2562667,0.257475,0.25773,0.2579244,0.2577654,0.2577654,0.2575537,0.25758,0.25776,0.252266807,0.257259636,0.257730356,0.252006421,0.257205102,0.257758638,0.25246,0.25722,0.25773,0.25222,0.25722,0.25776
i_242_2203_AS_PartE_MC,-0.6779387,-0.6778164,-0.6778164,-0.6791033,-0.6779282,-0.67768,-0.6779099,-0.6777026,-0.6777026,-0.67786,-0.6778613,-0.6776763,-0.683130461,-0.678155004,-0.677685687,-0.683312351,-0.678142413,-0.677590691,-0.68294,-0.6782,-0.67768,-0.6831,-0.67813,-0.67759
i_242_2987_AS_PartA_grid1_1,0.4044788,0.4026217,0.4026217,0.3984555,0.3995381,0.399758,0.4047582,0.4002389,0.4001277,0.3998991,0.3999442,0.4000368,0.394854581,0.39937356,0.399799337,0.394788134,0.399499305,0.400000691,0.39503,0.39933,0.3998,0.39498,0.39951,0.4
i_242_2987_AS_PartA_grid1_2,0.6777966,0.675037,0.675037,0.6695163,0.6705842,0.6708252,0.6780655,0.6713636,0.6712126,0.6709779,0.6710171,0.6711327,0.665925053,0.67044514,0.670871011,0.665838452,0.670550169,0.671051558,0.6661,0.67041,0.67087,0.66603,0.67057,0.67105
i_242_2987_AS_PartB_grid2_1,0.2735653,0.2721135,0.2721135,0.2686562,0.2697374,0.2699555,0.2738029,0.2704405,0.2703299,0.2700909,0.2701359,0.2702468,0.265050705,0.269568918,0.269994628,0.26499413,0.269704793,0.270206151,0.26522,0.26953,0.27,0.26519,0.26972,0.27021
i_242_2987_AS_PartB_grid2_2,0.9784899,0.9748317,0.9748317,0.9678514,0.9689219,0.9691668,0.9787803,0.9697404,0.9695474,0.9693551,0.9693706,0.9695024,0.964270999,0.968791558,0.969217462,0.964162921,0.968874455,0.969375765,0.96444,0.96875,0.96922,0.96436,0.96889,0.96938
i_242_2987_AS_PartC_etc1,0.8407742,0.8375252,0.8375252,0.8311982,0.8322676,0.8325107,0.8410549,0.8330814,0.8328887,0.83267,0.8327092,0.8328114,0.82761286,0.832133298,0.832559195,0.827514529,0.832226246,0.832727602,0.82778,0.83209,0.83256,0.82771,0.83224,0.83273
i_242_2987_AS_PartC_etc2,1.1400481,1.1359251,1.1359251,1.1282031,1.1292844,1.1294998,1.1403493,1.1301364,1.1299382,1.1297191,1.1297542,1.1298292,1.124628534,1.129149041,1.129574933,1.124509215,1.129220332,1.129721567,1.1248,1.1291,1.1296,1.1247,1.1292,1.1297
i_242_2987_AS_PartD_mc1,-0.5005841,-0.4994152,-0.4994152,-0.4986128,-0.4975409,-0.4973487,-0.5004092,-0.4970106,-0.4970106,-0.4972379,-0.4972067,-0.4970728,-0.502243425,-0.497732724,-0.497307696,-0.502238769,-0.497534245,-0.497033402,-0.50207,-0.49777,-0.49731,-0.50205,-0.49752,-0.49703
i_242_2987_AS_PartE_mc2,0.4287231,0.4267564,0.4267564,0.422464,0.4235469,0.4237671,0.428941,0.4242723,0.4241211,0.4239092,0.4239544,0.424051,0.418863952,0.423383056,0.423808845,0.418795695,0.423506943,0.424008332,0.41903,0.42334,0.42381,0.41899,0.42352,0.42401
i_242_2448_AS_PartA_Matter_vs_Energy,-3.063114,-3.0539379,-3.0539379,-3.0274778,-3.0264106,-3.0262654,-3.063295,-3.0320057,-3.0273044,-3.0272805,-3.0271821,-3.0270353,-3.031587982,-3.027137957,-3.02671914,-3.031618331,-3.026970062,-3.026478472,-3.0314,-3.0272,-3.0267,-3.0314,-3.027,-3.0265
i_242_2448_AS_PartB_Row1,0.7113268,0.7087875,0.7087875,0.7000199,0.7010719,0.7012953,0.7114407,0.7028252,0.7015023,0.7012267,0.7012499,0.7014243,0.696606468,0.701019935,0.701435902,0.69643353,0.701028578,0.701518494,0.69678,0.70098,0.70144,0.69662,0.70104,0.70152
i_242_2448_AS_PartB_Row2,0.517144,0.5152734,0.5152734,0.5084198,0.509483,0.5096876,0.517314,0.5108275,0.5098203,0.509561,0.5096145,0.5097843,0.504965005,0.509381961,0.509798234,0.50479723,0.509396532,0.509886709,0.50514,0.50934,0.5098,0.50499,0.50941,0.50989
i_242_2448_AS_PartB_Row3,0.1421587,0.1415218,0.1415218,0.138484,0.1395309,0.1397366,0.1422785,0.1400844,0.1397209,0.1395189,0.1395526,0.1397256,0.134947667,0.139370892,0.139787707,0.134792276,0.139399386,0.139890004,0.13512,0.13933,0.13979,0.13498,0.13941,0.13989
i_242_2448_AS_PartB_Row4,0.3248739,0.3235932,0.3235932,0.318679,0.3197139,0.3199391,0.3249702,0.3206718,0.3199926,0.3197622,0.3197892,0.3199589,0.315182603,0.319602858,0.320019418,0.315020818,0.319624196,0.32011461,0.31535,0.31956,0.32002,0.31521,0.31964,0.32011
i_242_2448_AS_PartC_ETC,0.9505379,0.9472519,0.9472519,0.9362348,0.9372658,0.937519,0.9507188,0.9395014,0.9377992,0.9375117,0.9375525,0.9377042,0.932871191,0.93728017,0.937695741,0.932693215,0.937282855,0.937772423,0.93305,0.93724,0.9377,0.93288,0.9373,0.93777
i_242_2448_AS_PartC_ETC2_SupportDoesNotNotEnoughInfo,0.8624154,0.8594056,0.8594056,0.8492193,0.8502508,0.8505002,0.8625875,0.8523162,0.8507302,0.8504705,0.8504899,0.8506717,0.84583746,0.850248113,0.850663832,0.845661165,0.850252816,0.850742515,0.84601,0.85021,0.85067,0.84585,0.85027,0.85074
i_242_2448_AS_PartD_MC,1.2004364,1.1963811,1.1963811,1.1830793,1.1841281,1.1843722,1.2006418,1.1868288,1.1847094,1.1844607,1.1844642,1.1845708,1.179766189,1.184170319,1.184585458,1.179584535,1.184168376,1.184657553,1.1799,1.1841,1.1846,1.1798,1.1842,1.1847
i_242_3100_AS_PartA_Backbone_Both,1.4078677,1.402916,1.402916,1.3929788,1.3940865,1.3942655,1.4083615,1.3954357,1.3951707,1.3948599,1.3948999,1.3950244,1.389363471,1.393949223,1.394380984,1.389508163,1.39428582,1.394793995,1.3895,1.3939,1.3944,1.3897,1.3943,1.3948
i_242_3100_AS_PartA_FinsWater,2.4293646,2.4209007,2.4209007,2.4047578,2.4058427,2.4060584,2.4299772,2.4076515,2.4071751,2.4067718,2.4068563,2.4069534,2.401189346,2.405772342,2.406203687,2.401352979,2.406125488,2.40663284,2.4014,2.4057,2.4062,2.4015,2.4061,2.4066
i_242_3100_AS_PartA_LegsLandORBoth,3.2512639,3.2403041,3.2403041,3.2197842,3.2208918,3.2211729,3.2519551,3.222918,3.2223862,3.2219061,3.2219688,3.2220649,3.216246638,3.220825299,3.221256135,3.216417059,3.221183398,3.221689913,3.2164,3.2208,3.2213,3.2166,3.2212,3.2217
i_242_3100_AS_PartA_TeethBoth,2.2694674,2.2615325,2.2615325,2.2463212,2.2474337,2.2476201,2.2700626,2.2491584,2.2487083,2.2483094,2.2484066,2.2485253,2.242745813,2.247329502,2.247760935,2.24290727,2.247680848,2.248188354,2.2429,2.2473,2.2478,2.2431,2.2477,2.2482
i_242_3100_AS_PartB,-0.6323792,-0.6300915,-0.6300915,-0.6271994,-0.6261077,-0.6259,-0.6321539,-0.6257191,-0.6255777,-0.6256755,-0.6256484,-0.6255564,-0.630909859,-0.626335241,-0.625904192,-0.630830017,-0.62605949,-0.62555158,-0.63074,-0.62637,-0.6259,-0.63063,-0.62604,-0.62555
i_242_3100_AS_PartC,-0.2804724,-0.2794287,-0.2794287,-0.2786862,-0.277619,-0.2774217,-0.2801809,-0.2770369,-0.276991,-0.2771055,-0.27707,-0.2769586,-0.282380862,-0.27780268,-0.277371353,-0.28228826,-0.277514776,-0.277006616,-0.28221,-0.27784,-0.27737,-0.28209,-0.2775,-0.27701
i_242_3100_AS_PartD,-0.1665041,-0.1658422,-0.1658422,-0.1658399,-0.1647339,-0.1645729,-0.1662301,-0.1641086,-0.1641086,-0.1642436,-0.1642085,-0.1641055,-0.169529386,-0.164950181,-0.164518776,-0.169432725,-0.164658419,-0.164150196,-0.16936,-0.16499,-0.16452,-0.16924,-0.16464,-0.16415
i_242_3100_AS_PartE,0.2495739,0.2487569,0.2487569,0.2461102,0.2472014,0.2474076,0.2498968,0.2480539,0.2480076,0.2477886,0.2478131,0.2479359,0.242439856,0.247022201,0.247453833,0.242550837,0.247327513,0.247835894,0.24261,0.24698,0.24746,0.24275,0.24734,0.24784
i_242_2854_AS_PartA_Speed_Constant,0.133434,0.1333896,0.1333896,0.1322142,0.1333688,0.13357,0.1335252,0.1335668,0.133609,0.1334775,0.1335197,0.1337,0.128292001,0.133114254,0.133568802,0.128138504,0.133165678,0.133700714,0.12847,0.13307,0.13357,0.12835,0.13318,0.1337
i_242_2854_AS_PartA_Time_Constant,0.1584954,0.1584077,0.1584077,0.1572181,0.1583732,0.15858,0.1585975,0.1585914,0.1586341,0.1584849,0.1585274,0.15871,0.153296694,0.158119481,0.158574075,0.153143232,0.158171128,0.158706214,0.15348,0.15808,0.15858,0.15335,0.15819,0.15871
i_242_2854_AS_PartB_faster_longer,0.8711197,0.8699924,0.8699924,0.8680347,0.8691817,0.86943,0.871284,0.8695115,0.8695115,0.8694024,0.8694596,0.8696142,0.864141412,0.868975317,0.869430814,0.863991016,0.869035262,0.869571321,0.86432,0.86893,0.86943,0.8642,0.86905,0.86957
i_242_2854_AS_PartB_longer_longer,0.816778,0.8157313,0.8157313,0.8138317,0.8149873,0.81523,0.8169388,0.8152967,0.8152967,0.8151917,0.8152292,0.8154067,0.80993605,0.814769389,0.815224844,0.809785263,0.814828557,0.815364573,0.81011,0.81473,0.81523,0.80999,0.81485,0.81536
i_242_2854_AS_PartC_Air,0.8013732,0.8003432,0.8003432,0.7984483,0.7995941,0.79984,0.8015294,0.7998899,0.7999343,0.7998062,0.7998626,0.8000249,0.794552021,0.79938519,0.799840632,0.794401128,0.799444142,0.799980145,0.79473,0.79934,0.79984,0.79461,0.79946,0.79998
i_242_2854_AS_PartC_handcrank,1.3236009,1.321812,1.321812,1.3193788,1.3205263,1.3208,1.3237953,1.3209196,1.3209196,1.3208352,1.3208723,1.3210016,1.315506639,1.32034351,1.320799188,1.315360621,1.320410913,1.320947133,1.3157,1.3203,1.3208,1.3156,1.3204,1.3209
i_242_2854_AS_PartC_wires,0.6082264,0.6074957,0.6074957,0.6058025,0.6069671,0.60719,0.6083409,0.60722,0.6072632,0.6071328,0.6071874,0.60732,0.601898039,0.606728771,0.607184025,0.601746006,0.606785188,0.607320992,0.60208,0.60669,0.60719,0.60195,0.6068,0.60732
i_242_2854_AS_PartD,-1.2386801,-1.2367649,-1.2367649,-1.236462,-1.2353474,-1.2351493,-1.2386443,-1.2352229,-1.2351768,-1.2353377,-1.2353081,-1.2351488,-1.240414604,-1.235633237,-1.235182363,-1.240565794,-1.235589473,-1.235058554,-1.2402,-1.2357,-1.2352,-1.2404,-1.2356,-1.2351
i_242_2917_AS_PartA_1,0.8351385,0.8326859,0.8326859,0.8280426,0.829131,0.82942,0.835313,0.8297546,0.8296688,0.8294371,0.8294615,0.8295748,0.824328006,0.828975698,0.829413738,0.824179708,0.829017411,0.829532399,0.8245,0.82894,0.82942,0.82438,0.82903,0.82953
i_242_2917_AS_PartA_2,0.390846,0.3894909,0.3894909,0.3862256,0.3873241,0.38758,0.3909828,0.3878577,0.3877767,0.3875765,0.3875874,0.38771,0.382496645,0.387143674,0.387581651,0.382355941,0.387193178,0.387708141,0.38267,0.3871,0.38758,0.38255,0.38721,0.38771
i_242_2917_AS_PartB,-0.4403809,-0.4395818,-0.4395818,-0.4400188,-0.4389267,-0.4387,-0.4403441,-0.438598,-0.438598,-0.4387804,-0.4387649,-0.4385908,-0.443774794,-0.439134399,-0.438697055,-0.443895068,-0.439063773,-0.438549426,-0.4436,-0.43917,-0.4387,-0.4437,-0.43905,-0.43855
i_242_2917_AS_PartC_1,-0.0552884,-0.0555406,-0.0555406,-0.0573137,-0.0562184,-0.05597,-0.0551973,-0.0557899,-0.0558298,-0.0560128,-0.0560014,-0.05584,-0.061057103,-0.056412749,-0.055975027,-0.061187629,-0.05635277,-0.055838044,-0.060881,-0.056453,-0.055974,-0.060989,-0.056337,-0.055839
i_242_2917_AS_PartD_1,0.4481409,0.4465864,0.4465864,0.4431645,0.4442819,0.44452,0.44828,0.4448155,0.4447324,0.4445218,0.4445321,0.44465,0.439437465,0.444084689,0.444522684,0.439295631,0.444133033,0.444648011,0.43961,0.44404,0.44452,0.43949,0.44415,0.44465
i_242_2917_AS_PartD_2,0.5472363,0.5454231,0.5454231,0.5416942,0.5428122,0.54306,0.5473538,0.5433565,0.5432731,0.5430624,0.5430844,0.54318,0.537970386,0.542617868,0.543055887,0.5378267,0.542664313,0.543179309,0.53815,0.54258,0.54306,0.53803,0.54268,0.54318
i_242_2917_AS_PartD_3,0.8597533,0.8572427,0.8572427,0.8525251,0.8536135,0.8539,0.8599299,0.8542372,0.8541503,0.8539222,0.8539334,0.8540544,0.848811246,0.853458921,0.853896959,0.848662608,0.853500283,0.854015267,0.84899,0.85342,0.8539,0.84886,0.85352,0.85401
i_242_2917_AS_PartE,0.1950095,0.194129,0.194129,0.1915271,0.1926244,0.19288,0.1951611,0.1930951,0.1930548,0.1928563,0.1928771,0.19301,0.187791877,0.192437988,0.192875877,0.187655359,0.192491789,0.193006675,0.18797,0.1924,0.19288,0.18785,0.19251,0.19301
i_233_3995_AS_CamelCorrectforTemps,0.6730591,0.6719529,0.6719529,0.6696857,0.670817,0.67107,0.6731928,0.6711424,0.6711424,0.6710366,0.6710752,0.6712093,0.665740111,0.670609924,0.671068951,0.665550582,0.670621887,0.671161278,0.66592,0.67057,0.67107,0.66576,0.67064,0.67116
i_233_3995_AS_CoatRowCorrect,1.4190686,1.4168928,1.4168928,1.4135277,1.4147112,1.4149,1.4192593,1.4150463,1.4150463,1.414948,1.4149712,1.4151086,1.409605673,1.414483416,1.414943126,1.409394425,1.414475633,1.415015653,1.4098,1.4144,1.4149,1.4096,1.4145,1.415
i_233_3995_AS_EyeLashesRowCorrect,1.1617629,1.1599115,1.1599115,1.1569221,1.1580986,1.1583,1.1619371,1.1584196,1.1584196,1.1583225,1.1583634,1.158452,1.152991671,1.157867438,1.158326984,1.15278712,1.15786573,1.158405615,1.1532,1.1578,1.1583,1.153,1.1579,1.1584
i_233_3995_AS_HumpRowCorrect,2.0718528,2.068779,2.068779,2.0645614,2.0657059,2.066,2.0721286,2.066156,2.066156,2.0660138,2.066049,2.0661628,2.060661788,2.065541233,2.066001051,2.060437084,2.065521265,2.066061271,2.0608,2.0655,2.066,2.0606,2.0655,2.0661
i_233_3995_AS_NoseRowCorrect,0.7483496,0.7471009,0.7471009,0.7447618,0.745894,0.74615,0.7484819,0.7462292,0.7462292,0.7461185,0.7461572,0.7462886,0.740818471,0.74568939,0.746148515,0.740626431,0.745699064,0.746238551,0.741,0.74565,0.74615,0.74084,0.74572,0.74624
i_233_3995_AS_PartB_Column1,-1.6030573,-1.6003374,-1.6003374,-1.5988983,-1.5977738,-1.5976,-1.6029772,-1.5977082,-1.5975959,-1.5976754,-1.5976837,-1.5975323,-1.602896647,-1.598084911,-1.597631203,-1.602986703,-1.597980909,-1.597447237,-1.6027,-1.5981,-1.5976,-1.6028,-1.598,-1.5974
