statistics,f_21_001,f_21_0001,f_21_00001,f_21_001_startvalue,f_21_0001_startvalue,f_21_00001_startvalue,f_49_001,f_49_0001,f_49_00001,f_49_001_startvalue,f_49_0001_startvalue,f_49_00001_startvalue,c_21_001,c_21_0001,c_21_00001,c_49_001,c_49_0001,c_49_00001,m_21_001,m_21_0001,m_21_00001,m_49_001,m_49_0001,m_49_00001
i_233_3963_AS_PartC,-0.4786227,-0.4796546,-0.4796546,-0.4842041,-0.4831022,-0.4829292,-0.4785895,-0.4828077,-0.4828584,-0.4831061,-0.4830672,-0.4829116,-0.488183051,-0.483440077,-0.482992387,-0.488411507,-0.483489471,-0.482963415,-0.48799,-0.48348,-0.48299,-0.48821,-0.48347,-0.48296
i_242_2038_AS_AlaskaOnlyHasVolcanoes,3.1821014,3.1845026,3.1845026,3.1875573,3.1887245,3.189,3.1823218,3.189409,3.189409,3.1892122,3.189298,3.1894138,3.183969394,3.188567257,3.188999225,3.183878462,3.188720907,3.189230302,3.1841,3.1885,3.189,3.1841,3.1887,3.1892
i_242_2038_AS_AlaskaOnlyNearPlateBoundary,-0.4285916,-0.4290267,-0.4290267,-0.4309165,-0.4298295,-0.42959,-0.4284933,-0.4294593,-0.4294593,-0.4296863,-0.4296381,-0.4294968,-0.434627582,-0.430023396,-0.429589266,-0.434749584,-0.429963297,-0.429452613,-0.43445,-0.43006,-0.42959,-0.43455,-0.42995,-0.42945
i_242_2038_AS_PredictionTM,-1.413044,-1.4144504,-1.4144504,-1.4180968,-1.4170476,-1.4168,-1.4129425,-1.416742,-1.416742,-1.4169762,-1.4169537,-1.4167488,-1.421847179,-1.417254981,-1.416821449,-1.421955996,-1.417203722,-1.416694214,-1.4217,-1.4173,-1.4168,-1.4218,-1.4172,-1.4167
i_242_2038_AS_VolcanoesAlaskanCoast,2.5641718,2.566154,2.566154,2.5685985,2.5697226,2.57,2.5642944,2.5703902,2.5703902,2.570197,2.5702746,2.5703667,2.564995313,2.569596486,2.570028966,2.564895875,2.569734218,2.570244104,2.5651,2.5696,2.57,2.5651,2.5697,2.5702
i_242_2038_AS_WhereVolcanoesOccur,-0.6482266,-0.6488509,-0.6488509,-0.651146,-0.6500648,-0.64983,-0.6481266,-0.6497105,-0.6497105,-0.6499388,-0.6499119,-0.6497422,-0.654866228,-0.650263971,-0.649829904,-0.654985852,-0.650206424,-0.649695922,-0.65468,-0.6503,-0.64983,-0.65479,-0.65019,-0.6497
i_100180_26_AS_PartA_beginning_and_ending_substance,-1.2119531,-1.211613,-1.211613,-1.2658825,-1.2650128,-1.2668847,-1.195662,-1.1951615,-1.1951077,-1.1952234,-1.1951979,-1.195087,-1.310686001,-1.305185663,-1.304663866,-1.311023835,-1.305370055,-1.30475728,-1.3104,-1.3052,-1.3047,-1.3108,-1.3054,-1.3048
i_100180_26_AS_PartA_TestForChemChange,-2.4144374,-2.4138688,-2.4138688,-2.5280154,-2.5285535,-2.532772,-2.3800563,-2.3791756,-2.3790449,-2.3792248,-2.379143,-2.3790312,-2.60975007,-2.604073332,-2.603534312,-2.610212893,-2.604388742,-2.603755912,-2.6095,-2.6041,-2.6035,-2.61,-2.6044,-2.6038
i_100180_26_AS_PartB_ChangeType,-3.4893564,-3.4886854,-3.4886854,-3.6509887,-3.6526696,-3.6587236,-3.4394208,-3.4381699,-3.4380169,-3.4381664,-3.4380673,-3.4379513,-3.768794818,-3.763010122,-3.7624605,-3.769323302,-3.763398586,-3.762753714,-3.7685,-3.7631,-3.7625,-3.7691,-3.7634,-3.7628
i_100180_26_AS_PartC_IdentifiedTrials,-4.2070468,-4.2062183,-4.2062183,-4.3943683,-4.3966691,-4.4036248,-4.1476582,-4.1461731,-4.1459887,-4.1461873,-4.1460693,-4.1459568,-4.538929961,-4.533110907,-4.532557868,-4.539273841,-4.533318605,-4.532669962,-4.5386,-4.5332,-4.5326,-4.539,-4.5333,-4.5327
i_100180_26_AS_PartD,-3.026734,-3.0260664,-3.0260664,-3.1688679,-3.1700834,-3.1754012,-2.983314,-2.9822203,-2.9820878,-2.9822079,-2.9821143,-2.9820026,-3.270740416,-3.264994271,-3.264448445,-3.271284633,-3.265395159,-3.264754539,-3.2705,-3.265,-3.2644,-3.2711,-3.2654,-3.2648
i_10104_41768_AS_PartAdifferent,-0.1913472,-0.1918398,-0.1918398,-0.1938926,-0.1927331,-0.19249,-0.1911889,-0.1923389,-0.1923389,-0.1925821,-0.1925319,-0.1923807,-0.197842356,-0.192956968,-0.19249626,-0.197944483,-0.192867801,-0.192326083,-0.19765,-0.193,-0.19249,-0.19774,-0.19285,-0.19233
i_10104_41768_AS_PartAsimilar,-0.1889686,-0.1894532,-0.1894532,-0.1914629,-0.1903033,-0.19006,-0.1887875,-0.1899261,-0.1899261,-0.1901524,-0.1901023,-0.1899508,-0.195412532,-0.190527105,-0.190066394,-0.195514861,-0.190438101,-0.189896379,-0.19522,-0.19057,-0.19006,-0.19531,-0.19042,-0.1899
i_10104_41768_AS_PartB,0.6739009,0.6758175,0.6758175,0.6771875,0.6783634,0.67863,0.6739588,0.6785517,0.6785517,0.6784727,0.6785273,0.6786393,0.673279913,0.678170957,0.678631905,0.673107718,0.678203512,0.678745592,0.67346,0.67813,0.67863,0.67332,0.67822,0.67874
i_10104_41768_AS_PartC,-0.5353629,-0.5368396,-0.5368396,-0.5402484,-0.5390865,-0.53887,-0.5351697,-0.5386213,-0.5386713,-0.538904,-0.538882,-0.5387325,-0.544210973,-0.539332508,-0.538872339,-0.544284103,-0.539219987,-0.53867894,-0.54402,-0.53937,-0.53887,-0.54408,-0.5392,-0.53868
i_10104_41768_AS_PartD,0.0107058,0.0108065,0.0108065,0.0095879,0.0107283,0.011,0.0108437,0.0110567,0.0110567,0.0109115,0.0109533,0.0110972,0.005646718,0.010534938,0.010995845,0.005527839,0.010610613,0.011152587,0.0058364,0.010493,0.010997,0.0057355,0.010627,0.011152
i_10104_41772_AS_1,0.0279635,0.0284362,0.0284362,0.0321318,0.0333395,0.0336625,0.0277319,0.0283347,0.0284406,0.0286231,0.0284907,0.0285671,0.030897974,0.036478777,0.037004836,0.030599578,0.036427699,0.037046063,0.031095,0.03643,0.037006,0.030841,0.036447,0.037045
i_10104_41772_AS_AHammerhead,3.2009636,3.2073888,3.2073888,3.4086672,3.4124214,3.4165118,3.1734865,3.178007,3.1779295,3.1851143,3.178607,3.1780533,3.456166841,3.461860487,3.46239576,3.45565467,3.461670841,3.46230083,3.4563,3.4618,3.4624,3.4559,3.4617,3.4623
i_10104_41772_AS_ALemon,2.9264521,2.9323792,2.9323792,3.116138,3.1196687,3.1234688,2.9014458,2.9056328,2.9055582,2.9121352,2.9062221,2.9057144,3.158490935,3.164191063,3.164727092,3.157989565,3.164006124,3.164636924,3.1587,3.1641,3.1647,3.1582,3.164,3.1646
i_10104_41772_AS_BHammer,1.875079,1.8789854,1.8789854,1.9959182,1.9985932,2.0011135,1.85939,1.8622015,1.8622015,1.866449,1.8626887,1.8623924,2.020844101,2.026536813,2.027072659,2.020378904,2.026363585,2.026993877,2.021,2.0265,2.0271,2.0206,2.0264,2.027
i_10104_41772_AS_BLemon,1.2271155,1.2297961,1.2297961,1.3066842,1.3088449,1.3105951,1.2169402,1.2189828,1.2190401,1.2217999,1.2193163,1.2191893,1.322166341,1.327831411,1.328364933,1.321751522,1.327693208,1.328320615,1.3224,1.3278,1.3284,1.322,1.3277,1.3283
i_242_3119_AS_MC,0.4867259,0.4846836,0.4846836,0.4801857,0.4812478,0.48143,0.4868997,0.4817517,0.4817133,0.481564,0.4815685,0.4816722,0.476482814,0.481007106,0.481433438,0.476284743,0.481002159,0.48150435,0.47665,0.48097,0.48143,0.47648,0.48102,0.4815
i_242_3119_AS_MC_2,0.7781345,0.7751807,0.7751807,0.7691607,0.7702313,0.77042,0.7783263,0.7707838,0.7707051,0.7705415,0.7705675,0.7706833,0.765466267,0.769988854,0.770414942,0.765254754,0.769972241,0.770474279,0.76564,0.76995,0.77042,0.76545,0.76999,0.77047
i_242_3119_AS_MC2,0.9267615,0.9233393,0.9233393,0.9165654,0.9176367,0.91782,0.9269643,0.9182261,0.9181057,0.9179577,0.9179842,0.9180996,0.912875296,0.91739674,0.917822679,0.912657075,0.91737429,0.917876219,0.91305,0.91736,0.91782,0.91285,0.91739,0.91788
i_242_3119_AS_SummerLowerNumberThanSpringANDFall,-0.4228024,-0.4216582,-0.4216582,-0.4211257,-0.4200509,-0.4199,-0.4226864,-0.4197513,-0.4196745,-0.4198459,-0.4197906,-0.419673,-0.424855026,-0.420330293,-0.419903647,-0.42501034,-0.42029845,-0.419796318,-0.42468,-0.42037,-0.4199,-0.42482,-0.42028,-0.4198
i_242_3119_AS_WinterHigherThankSpringANDFall,-0.4331826,-0.4319876,-0.4319876,-0.4314095,-0.4303348,-0.4301509,-0.433084,-0.4300339,-0.4299559,-0.430127,-0.4300752,-0.4299607,-0.435139129,-0.430614433,-0.430187787,-0.435293955,-0.430582173,-0.430080046,-0.43497,-0.43065,-0.43019,-0.4351,-0.43057,-0.43008
i_10222_21921_AS_PartA_SimulationConstantdistanceortype,0.4638862,0.4643614,0.4643614,0.4631849,0.4643285,0.46459,0.4639649,0.4645831,0.4645831,0.464413,0.4644203,0.46465,0.459298519,0.464130972,0.464586633,0.459067142,0.464109311,0.464646289,0.45948,0.46409,0.46459,0.45927,0.46413,0.46465
i_10222_21921_AS_PartA_Simulationvaryingdistanceortype,1.371208,1.3724009,1.3724009,1.3716747,1.3728078,1.3731,1.3712732,1.3732487,1.3732016,1.3729903,1.3730056,1.3732,1.367823675,1.372658056,1.373113826,1.367576936,1.372626022,1.373163343,1.368,1.3726,1.3731,1.3678,1.3726,1.3732
i_10222_21921_AS_PartA2_ETCMatchSim,-0.7719157,-0.7725835,-0.7725835,-0.7744302,-0.7733068,-0.77309,-0.7718728,-0.7731772,-0.7731772,-0.7733021,-0.7732879,-0.7731043,-0.778362033,-0.773541078,-0.773086427,-0.778567849,-0.773544742,-0.773009309,-0.77818,-0.77358,-0.77309,-0.77836,-0.77353,-0.77301
i_10222_21921_AS_PartA2_ETCSentence2,2.2929909,2.2948655,2.2948655,2.2945327,2.2956897,2.2959426,2.2930211,2.296249,2.2961928,2.2959257,2.2959411,2.2961147,2.290717584,2.295547721,2.296003013,2.290458157,2.295507067,2.296044001,2.2909,2.2955,2.296,2.2907,2.2955,2.296
i_10222_21921_AS_PartA2_ETCSentence3,2.4333316,2.4353253,2.4353253,2.4350214,2.4361376,2.4364322,2.4334102,2.4367948,2.4366784,2.4364331,2.4364478,2.4366199,2.43121165,2.436040645,2.436495818,2.430950424,2.43599871,2.436535526,2.4314,2.436,2.4365,2.4312,2.436,2.4365
i_10222_21921_AS_PartA3_MC,-1.4457886,-1.446983,-1.446983,-1.4491829,-1.4480745,-1.4478479,-1.4457459,-1.4480539,-1.4480066,-1.448143,-1.4480936,-1.4478959,-1.453137505,-1.448325912,-1.447872116,-1.45332898,-1.448319265,-1.447785052,-1.453,-1.4484,-1.4479,-1.4531,-1.4483,-1.4478
i_10222_21631_AS_DinoFootprintFossils,-2.8404402,-2.8279336,-2.8279336,-2.7987115,-2.7976918,-2.7975,-2.8405854,-2.8001693,-2.7976939,-2.7977383,-2.7976972,-2.7975677,-2.802382246,-2.797943361,-2.797524603,-2.802368749,-2.797746932,-2.797254254,-2.8022,-2.798,-2.7975,-2.8022,-2.7977,-2.7973
i_10222_21631_AS_LandTypeAssertion,-1.2148552,-1.2090428,-1.2090428,-1.1962922,-1.1952573,-1.1950576,-1.2148589,-1.196241,-1.195105,-1.1952086,-1.1951674,-1.1950296,-1.199918935,-1.195486317,-1.195068234,-1.199963731,-1.195352107,-1.194860436,-1.1997,-1.1955,-1.1951,-1.1998,-1.1953,-1.1949
i_10222_21631_AS_MSAssertion,0.686676,0.683264,0.683264,0.6732811,0.6743361,0.67455,0.6868764,0.6755344,0.6748152,0.6745891,0.6746177,0.6747484,0.669727171,0.674131423,0.674546641,0.669606148,0.674184748,0.674672905,0.6699,0.67409,0.67455,0.66979,0.6742,0.67467
i_10222_21631_AS_MSlocations,-0.7181983,-0.7147574,-0.7147574,-0.7078553,-0.7068025,-0.70662,-0.7181503,-0.7072544,-0.7065996,-0.7067187,-0.7066759,-0.7065198,-0.711465487,-0.707037924,-0.706620358,-0.711530615,-0.706925266,-0.706434259,-0.71129,-0.70708,-0.70662,-0.71134,-0.70691,-0.70643
i_10222_21631_AS_number_changes,-1.1855814,-1.1799062,-1.1799062,-1.1674942,-1.1664591,-1.1662594,-1.1855822,-1.1674173,-1.1663046,-1.1664082,-1.1663737,-1.166233,-1.171119935,-1.166687568,-1.16626951,-1.171165908,-1.166554607,-1.16606297,-1.1709,-1.1667,-1.1663,-1.171,-1.1665,-1.1661
i_10222_21631_AS_PartE,-3.2815196,-3.2676314,-3.2676314,-3.2350509,-3.2340502,-3.2338223,-3.2816926,-3.2368483,-3.234082,-3.2340838,-3.2340257,-3.2339205,-3.238731093,-3.234292282,-3.233873519,-3.238705353,-3.234082645,-3.233589909,-3.2386,-3.2343,-3.2339,-3.2385,-3.2341,-3.2336
i_10222_21437_AS_PartA_CorrectAfter,-0.713974,-0.7089486,-0.7089486,-0.682924,-0.6820563,-0.6823284,-0.7138411,-0.6936232,-0.6867268,-0.6855248,-0.6854553,-0.6853124,-0.690425149,-0.686000449,-0.685589005,-0.690329501,-0.685733147,-0.6852485,-0.69024,-0.68604,-0.68559,-0.69014,-0.68572,-0.68525
i_10222_21437_AS_PartA_CorrectBefore,-0.6287768,-0.6242563,-0.6242563,-0.6009271,-0.6000427,-0.6002687,-0.62863,-0.6104388,-0.6042049,-0.6031338,-0.6030826,-0.6029353,-0.608046716,-0.60362931,-0.603218023,-0.607948268,-0.603358377,-0.602873942,-0.60787,-0.60367,-0.60322,-0.60776,-0.60334,-0.60287
i_10222_21437_AS_PartB_MC,0.5383033,0.5354241,0.5354241,0.5191152,0.5202305,0.5206422,0.5386561,0.5274091,0.5236996,0.5227903,0.5227756,0.5229175,0.517667385,0.521972257,0.522380742,0.517812852,0.52230257,0.522783287,0.51783,0.52193,0.52238,0.518,0.52232,0.52278
i_10222_21437_AS_PartC_OpenResponse,1.2037949,1.1965392,1.1965392,1.1569668,1.1582094,1.1590304,1.2042698,1.1756902,1.1661269,1.1640989,1.1640618,1.1641785,1.158843041,1.163078255,1.163484737,1.159017901,1.163444898,1.163922963,1.159,1.163,1.1635,1.1592,1.1635,1.1639
i_10222_21437_AS_PartD_MateSelected,-1.1504328,-1.1429281,-1.1429281,-1.1037244,-1.1029694,-1.1034273,-1.1503676,-1.1202545,-1.110066,-1.1082493,-1.108145,-1.1080089,-1.11307683,-1.108617221,-1.108205074,-1.112994168,-1.108366893,-1.107881284,-1.1129,-1.1087,-1.1082,-1.1128,-1.1084,-1.1079
i_10222_21437_AS_PartD_Predators,2.2045178,2.1911199,2.1911199,2.1196061,2.1210817,2.1223975,2.2051598,2.1525765,2.1349343,2.1313967,2.1312297,2.1313758,2.125922511,2.13005943,2.130462856,2.126128531,2.130465987,2.130939972,2.1261,2.13,2.1305,2.1263,2.1305,2.1309
i_233_3917_AS_ExperimentA_ControlledVariablesCorrect_PartB,-1.7057834,-1.6987644,-1.6987644,-1.6747454,-1.6737287,-1.6736674,-1.7057133,-1.6804152,-1.6750203,-1.6749061,-1.6748056,-1.6747072,-1.679624814,-1.675222645,-1.674810465,-1.679486563,-1.674883741,-1.674398087,-1.6795,-1.6753,-1.6748,-1.6793,-1.6749,-1.6744
i_233_3917_AS_ExperimentA_DataSummaryCorrect_PartC,-1.7822033,-1.7748639,-1.7748639,-1.7497055,-1.7487229,-1.7486344,-1.782143,-1.7556894,-1.7500528,-1.749922,-1.7498525,-1.7497295,-1.754645534,-1.750241293,-1.749829047,-1.754506491,-1.749900855,-1.749415119,-1.7545,-1.7503,-1.7498,-1.7543,-1.7499,-1.7494
i_233_3917_AS_ExperimentA_ManipulatedVariableCorrect_PartB,0.566196,0.5634867,0.5634867,0.5525404,0.5535874,0.5537987,0.5665703,0.5569708,0.5549071,0.5546093,0.5546238,0.5547252,0.549651955,0.553978832,0.554387729,0.549748247,0.554249651,0.554731089,0.54982,0.55394,0.55439,0.54993,0.55426,0.55473
i_233_3917_AS_PartD,-1.3791283,-1.3735069,-1.3735069,-1.3544743,-1.3534704,-1.3533673,-1.3790145,-1.3587228,-1.3543617,-1.3543425,-1.354263,-1.3541101,-1.359083247,-1.354690358,-1.354278495,-1.358948214,-1.354357985,-1.353872717,-1.3589,-1.3547,-1.3543,-1.3588,-1.3543,-1.3539
i_233_3917_AS_PartE_Erosion,0.216824,0.2155345,0.2155345,0.2097098,0.2107514,0.2109636,0.2171565,0.2126632,0.2116753,0.2114581,0.2114591,0.211578,0.206521842,0.210861668,0.21127124,0.206630344,0.211148952,0.211631267,0.20669,0.21082,0.21127,0.20681,0.21116,0.21163
i_233_3917_AS_PartE_Weathering,0.2024268,0.2011965,0.2011965,0.1956078,0.1966492,0.1968587,0.2027566,0.1985205,0.1975693,0.1973422,0.1973437,0.1974815,0.192407319,0.196747669,0.197157268,0.192516262,0.19703557,0.19751792,0.19258,0.19671,0.19716,0.1927,0.19705,0.19752
i_10104_41765_AS_BatSofter_andBall_harder,0.7271798,0.7237182,0.7237182,0.7081841,0.7092571,0.7095077,0.727553,0.7142895,0.7107423,0.7102516,0.71028,0.71042,0.70520282,0.709588737,0.710002604,0.705371235,0.709928727,0.710415704,0.70538,0.70955,0.71,0.70556,0.70994,0.71042
i_10104_41765_AS_EnergyFrom,0.4196152,0.4174584,0.4174584,0.4072614,0.4083101,0.4085574,0.4199811,0.4116374,0.4094301,0.4090618,0.4090691,0.4092114,0.404057657,0.408447869,0.408861966,0.404210871,0.408779013,0.409266533,0.40423,0.40841,0.40886,0.4044,0.40879,0.40927
i_10104_41765_AS_EnergyGo,-0.0839269,-0.0839269,-0.0839269,-0.0850864,-0.0840687,-0.08385,-0.0837159,-0.0836656,-0.083616,-0.0837371,-0.0837287,-0.0835777,-0.088663055,-0.084266801,-0.083852441,-0.088540533,-0.0839562,-0.08346796,-0.088496,-0.084305,-0.083851,-0.088353,-0.083941,-0.083469
i_10104_41765_AS_MC,0.1723166,0.1712235,0.1712235,0.1653925,0.1664171,0.1666656,0.1726106,0.1683323,0.1672278,0.1669755,0.1669623,0.1671568,0.162006703,0.166400041,0.166814284,0.162145505,0.166721804,0.167209707,0.16218,0.16636,0.16682,0.16233,0.16674,0.16721
i_10104_41765_AS_Throw_ball_Faster_and_Swing_bat_Faster,0.5133477,0.5107214,0.5107214,0.4989082,0.4999593,0.5002127,0.5136485,0.5037986,0.5012138,0.5007917,0.5007919,0.5009288,0.495772725,0.500161675,0.500575707,0.495930933,0.500495886,0.500983249,0.49595,0.50012,0.50058,0.49612,0.50051,0.50098
i_10104_41765_AS_WhyLouder,-0.1795174,-0.1789903,-0.1789903,-0.1784097,-0.1773838,-0.1771902,-0.179263,-0.1775355,-0.1770866,-0.1771841,-0.1771606,-0.1769788,-0.182058034,-0.177660777,-0.177246383,-0.181941788,-0.177354574,-0.176866222,-0.18189,-0.1777,-0.17725,-0.18175,-0.17734,-0.17687
i_242_1905_AS_PartA_Table,0.9110214,0.9059153,0.9059153,0.892133,0.8932257,0.8934082,0.9113294,0.8948515,0.8938805,0.8936395,0.893654,0.8938057,0.888540308,0.893047113,0.893471535,0.888469018,0.893165012,0.893664325,0.88871,0.89301,0.89347,0.88866,0.89318,0.89366
i_242_1905_AS_PartB_MC,-0.483383,-0.481336,-0.481336,-0.4771407,-0.4760779,-0.47587,-0.4832871,-0.476029,-0.4756135,-0.475751,-0.4757596,-0.47565,-0.480799626,-0.476294633,-0.475870126,-0.480830455,-0.476144338,-0.475645023,-0.48063,-0.47633,-0.47587,-0.48064,-0.47613,-0.47565
i_242_1905_AS_PartC_MC_2,0.9618219,0.9564675,0.9564675,0.9420655,0.9431587,0.943342,0.9621356,0.9448523,0.9438225,0.9435755,0.9435902,0.9437028,0.938475371,0.942982017,0.943406415,0.938402322,0.943098403,0.943597689,0.93864,0.94294,0.94341,0.9386,0.94311,0.9436
i_242_1905_AS_PartD_ETC,-0.6201101,-0.6172719,-0.6172719,-0.6112975,-0.6102366,-0.61003,-0.6199486,-0.6103069,-0.6097888,-0.6099089,-0.6099252,-0.6098093,-0.614961939,-0.610457755,-0.6100333,-0.614988949,-0.610304565,-0.609805335,-0.61479,-0.6105,-0.61003,-0.6148,-0.61029,-0.60981
i_242_1905_AS_PartE_TM,-2.1934161,-2.1827283,-2.1827283,-2.1571356,-2.156107,-2.1559046,-2.1934889,-2.1578322,-2.1558077,-2.1559233,-2.1558958,-2.1557733,-2.160849297,-2.1563601,-2.15593683,-2.160818086,-2.156159447,-2.155661998,-2.1607,-2.1564,-2.1559,-2.1606,-2.1561,-2.1557
i_242_1905_AS_PartF_MC_3,1.1206325,1.1145105,1.1145105,1.0981948,1.0992627,1.0995,1.1209635,1.1011218,1.0999789,1.0997226,1.0997794,1.0998516,1.094612759,1.09911882,1.099543133,1.094534042,1.099230284,1.099729471,1.0948,1.0991,1.0995,1.0947,1.0992,1.0997
i_242_3106_AS_PartAClaimFromData,1.1525499,1.1440223,1.1440223,1.0940089,1.0949222,1.0952202,1.1529188,1.1159805,1.1010657,1.0970739,1.0969408,1.0970557,1.09217609,1.096272453,1.096665404,1.092098993,1.096426569,1.096891964,1.0923,1.0962,1.0967,1.0923,1.0964,1.0969
i_242_3106_AS_PartBEvidence2,1.6202687,1.6084387,1.6084387,1.5402132,1.5410589,1.5414338,1.6206957,1.5696803,1.5492514,1.5438759,1.5437028,1.5437719,1.538970678,1.542979963,1.543367246,1.538862902,1.543124282,1.543584273,1.5391,1.5429,1.5434,1.5391,1.5431,1.5436
i_242_3106_AS_PartBSameParents,-2.4586116,-2.4417039,-2.4417039,-2.3487357,-2.3474815,-2.3476152,-2.4587313,-2.3861966,-2.3576059,-2.3505966,-2.3502566,-2.3500481,-2.355349442,-2.350598066,-2.350163656,-2.355205419,-2.350385925,-2.349881391,-2.3551,-2.3506,-2.3502,-2.355,-2.3504,-2.3499
i_242_3106_AS_PartCFoodToPigment,-2.3812131,-2.3647311,-2.3647311,-2.2741081,-2.272859,-2.272986,-2.3813242,-2.3106088,-2.2827736,-2.275897,-2.2755574,-2.2753596,-2.280653049,-2.275911764,-2.275477975,-2.280511728,-2.275699744,-2.27519579,-2.2804,-2.2759,-2.2755,-2.2804,-2.2757,-2.2752
i_242_3106_AS_PartCPigmentToMuscleColor,-2.3547266,-2.3383923,-2.3383923,-2.2485844,-2.247337,-2.2474616,-2.3548348,-2.284751,-2.2571245,-2.2503481,-2.2500263,-2.2498453,-2.255105282,-2.250367512,-2.24993394,-2.254964913,-2.250155546,-2.249651794,-2.2548,-2.2504,-2.2499,-2.2548,-2.2501,-2.2497
i_242_3106_AS_PartDExperimentChange,1.2470144,1.2378033,1.2378033,1.1840036,1.1848828,1.1852169,1.2473955,1.2075379,1.1914448,1.1871972,1.1870485,1.1871602,1.182295439,1.186373735,1.186765512,1.182211905,1.186525761,1.186990038,1.1824,1.1863,1.1868,1.1824,1.1865,1.187
i_242_2897_AS_A_Table_Line1,1.1915415,1.187608,1.187608,1.1773396,1.1783993,1.1786,1.1917813,1.1796506,1.1790327,1.1787672,1.1788316,1.178937,1.173736857,1.178199339,1.178620193,1.173626042,1.178260073,1.178754797,1.1739,1.1782,1.1786,1.1738,1.1783,1.1788
i_242_2897_AS_A_Table_Line2,0.380907,0.3794452,0.3794452,0.3744349,0.3755054,0.37569,0.3811041,0.3762103,0.3760099,0.3757689,0.3758349,0.3759314,0.370795559,0.375267523,0.375689213,0.370698795,0.375350494,0.375846464,0.37097,0.37523,0.37569,0.37089,0.37537,0.37585
i_242_2897_AS_A_Table_Line3,-0.5731289,-0.571535,-0.571535,-0.5697453,-0.5686927,-0.5684891,-0.5730511,-0.568655,-0.5684122,-0.5684966,-0.5684688,-0.56834,-0.573427313,-0.568949234,-0.568527059,-0.573508274,-0.568840524,-0.568343697,-0.57326,-0.56899,-0.56853,-0.57332,-0.56883,-0.56834
i_242_2897_AS_A_Table_Line4,0.2982133,0.2969855,0.2969855,0.2925708,0.2936417,0.29382,0.2983723,0.2943213,0.2941204,0.2938991,0.2939261,0.294061,0.288927772,0.293400503,0.293822258,0.288832325,0.293485641,0.293981715,0.2891,0.29336,0.29382,0.28902,0.2935,0.29398
i_242_2897_AS_C_MC,-0.2128797,-0.2124779,-0.2124779,-0.213254,-0.2122023,-0.21202,-0.2127675,-0.2119104,-0.2118313,-0.2119724,-0.2119348,-0.21185,-0.216920213,-0.212443721,-0.212021657,-0.217007413,-0.212345038,-0.211848447,-0.21675,-0.21248,-0.21202,-0.21682,-0.21233,-0.21185
i_242_2897_AS_D_MC,-0.219173,-0.2187304,-0.2187304,-0.2194803,-0.2184285,-0.21825,-0.219075,-0.2181284,-0.2180889,-0.2181994,-0.2181595,-0.21808,-0.223146766,-0.218670238,-0.218248172,-0.223233861,-0.218571384,-0.218074788,-0.22298,-0.21871,-0.21825,-0.22304,-0.21856,-0.21808
i_242_3127_AS_PartA,2.7486157,2.7623122,2.7623122,2.7760995,2.7773417,2.7777,2.7483372,2.7748986,2.7749646,2.7764128,2.7757974,2.7754967,2.772104365,2.77721801,2.777699297,2.772156846,2.777554884,2.778121458,2.7722,2.7772,2.7777,2.7724,2.7776,2.7781
i_242_3127_AS_PartA_ETC2,1.5672466,1.576083,1.576083,1.5843737,1.585588,1.5859,1.5671337,1.5841333,1.5841884,1.5850802,1.5847322,1.5845963,1.580358329,1.585412626,1.585888584,1.580366071,1.585687033,1.586247683,1.5805,1.5854,1.5859,1.5806,1.5857,1.5862
i_242_3127_AS_PartB,1.9552647,1.9658014,1.9658014,1.9760373,1.9772842,1.9776,1.9550939,1.9754658,1.975522,1.9765857,1.976134,1.9759765,1.972025951,1.977104286,1.977582418,1.972050041,1.977401547,1.977964642,1.9722,1.9771,1.9776,1.9723,1.9774,1.978
i_242_3127_AS_Sim,1.9811865,1.9918328,1.9918328,2.002194,2.0034583,2.0037,1.981012,2.0016001,2.001657,2.0027653,2.0023161,2.0021036,1.998183016,2.003262801,2.003741064,1.99820814,2.003561506,2.004124747,1.9983,2.0032,2.0037,1.9984,2.0036,2.0041
i_242_3127_AS_WeightofIce,1.8316576,1.841665,1.841665,1.8512954,1.8525468,1.8528,1.8315048,1.8508202,1.8508729,1.8518906,1.8514789,1.8513189,1.847282552,1.852353702,1.852831186,1.847301614,1.852643931,1.853206299,1.8474,1.8523,1.8528,1.8475,1.8527,1.8532
i_242_3127_AS_WeightofWater,1.734038,1.7436192,1.7436192,1.752762,1.7539825,1.7543,1.7338997,1.7523805,1.7524355,1.7533796,1.753009,1.75286,1.748748108,1.753813268,1.75429021,1.748763078,1.754097776,1.754659535,1.7489,1.7538,1.7543,1.749,1.7541,1.7547
i_10222_21630_AS_PartA_FreshwaterBar,-0.1392367,-0.1390385,-0.1390385,-0.1401788,-0.1390713,-0.13882,-0.139117,-0.1387915,-0.1387531,-0.1389106,-0.138879,-0.1387181,-0.143989882,-0.139270262,-0.138825058,-0.144097026,-0.139189663,-0.138665903,-0.14381,-0.13931,-0.13882,-0.1439,-0.13917,-0.13867
i_10222_21630_AS_PartA_SaltwaterBar,1.5087012,1.5074783,1.5074783,1.5056085,1.5067731,1.507,1.508804,1.5070114,1.5070549,1.5069777,1.5070152,1.5071018,1.501869764,1.506578172,1.507021574,1.501681534,1.506593737,1.507115017,1.502,1.5065,1.507,1.5019,1.5066,1.5071
